EBIT,IE,EBIT - IE,WC/TA,TL/TA,EBIT/IE,NOCF/CL,RE/TA,NP/S,EBIT/TA,S/TA,TA(t)/TA(t-1),NP(t)/NP(t-1),R/Not-R
71939650316,740495209,71199155107,"0,3375575801","0,2373772137","97,15073027","0,8959669637","0,4547939687","1,337693998","0,2651901909","0,1635940937","1,198766626","1,869861797",0
62205228445,398053387,61807175058,"0,637639564","0,2843764307","156,2735816","2,040192838","1,068566272","0,1131333417","0,4012248856","2,932824316","0,5715156942","0,866523661",0
29303001205,3493996822,25809004383,"0,02137539639","0,4552338526","8,386670824","0,4060428928","0,1379355769","0,1130768114","0,04967545626","0,3299055211","1,044375351","0,2456643282",1
17414671427,4357971734,13056699693,"0,01317447425","0,9992447839","3,996049651","0,03818943928","0,04990584748","0,08211909547","0,0108876028","0,08204937981","2,711519787","0,4897439732",0
97728822995,2029548685,95699274310,"-0,371330259","0,6323017423","48,15298284","-0,02294099916","0,1405022568","0,07482410162","0,08811494252","0,9100403672","0,6934099831","7,007656385",0
180105872269,66003521231,114102351038,"-0,3053564514","0,8086962615","2,728731269","0,0972936993","0,08728184935","0,2899198914","0,05528055104","0,1181429463","2,036913063","1,477631177",0
140505690454,112092000346,28413690108,"0,00776209788","0,7099716294","1,253485441","0,05867631556","0,02880664006","0,03240314149","0,06484974505","0,3188037587","0,6650129933","0,2005648719",0
157878883895,94613486584,63265397311,"0,01664683812","0,6899841439","1,668672085","0,2863378123","0,02426792406","0,07937850156","0,07417269215","0,33380633","0,9824135974","2,519888236",0
172215067493,85983218268,86231849225,"0,0009566692206","0,6446371913","2,002891622","0,3089485828","0,06201331796","0,07881289941","0,08975857208","0,4729414225","0,9013951271","1,268009186",0
179823139654,81203613316,98619526338,"0,02449947333","0,6082703594","2,214472144","0,3327161266","0,06412573773","0,1416638094","0,09376055934","0,3629765846","0,9996090407","1,378996116",0
163225804710,43908920167,119316884543,"0,07171799957","0,4934789722","3,717372326","0,4332982872","0,4130573608","0,1138147074","0,1447410064","0,9296217768","0,8663473107","1,886820591",0
195739449954,31930355152,163809094802,"0,1103926285","0,4494174551","6,130199587","0,2361570894","0,4773664276","0,2044708659","0,1640887364","0,6715942688","1,057797077","1,37289115",0
217581768773,29942569652,187639199121,"0,1521879062","0,4490474336","7,266636474","-0,06477766715","0,4959224597","0,2159316562","0,1577170816","0,6298882169","1,156496114","1,145474855",0
544667308852,21345626392,523321682460,"0,4653125891","0,1202019231","25,5165765","4,903388967","0,8367370742","0,3048565077","0,4058763967","1,2786873","0,9727332089","2,787878",0
4399666921,4399666921,,"0,4457604006","0,3828035678",,"1,484176413","-0,06536084489","0,02761400252","0,03831766268","2,116932428","0,5560491621","0,7119130537",0
622320864,622320864,,"0,3299640413","0,5563477653",,"0,2312540974","-0,07251301865","-0,02189307241","0,004098672677","1,054473705","1,322361923","-0,5222235438",0
2176593049,2176593049,,"0,4239191839","0,4236437166",,"0,4520288933","-0,2007796107","-0,05470896871","0,02158312449","1,674393885","0,6641891814","2,635514966",0
2146971147,2146971147,,"0,264542304","0,5850711108",,"-0,01622857668","-0,1305955717","0,01080448476","0,01494447099","0,9574979859","1,424566541","-0,1608823913",1
9814245150,488620646,9325624504,"-0,003524698162","0,1786102791","20,0856129","0,816192671","0,08761882538","0,03164256193","0,05653703729","1,325925638","0,9915743833","1,078673095",1
8658033738,322209606,8335824132,"-0,06181298713","0,1930553044","26,87081197","-0,1080367007","0,08165287644","0,02792259858","0,04930009036","1,346477569","1,011690572","0,9065919363",0
5998073852,470692876,5527380976,"0,6017592145","0,254802882","12,74307337","0,5641338799","0,03200682892","0,01750556359","0,03197310686","1,370250708","1,068206979","0,6815168342",0
12696219208,106633813,12589585395,"0,6246249454","0,2080285601","119,0637271","0,1232350689","0,09117879859","0,04699478371","0,07007948562","1,186412749","0,9657318107","2,244739065",0
145832396,,145832396,"0,07152816021","0,05692467054",,"6,267362962","0,04525217686","0,0320129465","0,0006228187664","0,0158611866","1,048985977","1,558811437",0
1018004308,,1018004308,"0,4506429492","0,1925480862",,"0,3049505245","0,04155494012","0,004490455437","0,003708829319","0,6574211542","1,172250555","6,815428861",0
1239947309,,1239947309,"0,3439076253","0,02634239355",,"-8,029063424","0,05422026143","0,008714781311","0,005422774507","0,4976854457","0,8330458714","1,223900987",0
1276419739,392625204,883794535,"0,105502592","0,04713011544","3,250987777","4,672384448","0,05552503546","0,009420227487","0,005448409783","0,3182083017","1,024571009","0,7081145619",0
47797762769,18409512200,29388250569,"0,07477419036","0,8688318859","2,596362264","0,2318397087","0,03294003859","0,01587646082","0,0413652732","1,270746644","0,9806396782","1,028425094",0
35475779898,10859783150,24615996748,"0,07740081899","0,9604938257","3,266711628","0,3131050403","0,03641445084","0,01599349337","0,02669943962","0,9228180192","1,149894861","0,8412108515",0
24875998837,4568862865,20307135972,"0,0694157743","0,9041665943","5,444680563","0,2480749635","0,01620604439","0,0009222151086","0,01555457659","1,376482073","1,203628683","0,1035227786",0
42074040978,13311520231,28762520747,"0,03614834978","0,9207395831","3,160723963","-0,1631312897","0,012639431","0,008091260579","0,01889482613","1,277113273","1,392351835","11,33422436",0
20692745392,195193701,20497551691,"0,4497707267","0,2699420679","106,0113379","-0,1207419398","0,007378104628","-0,1006322221","0,7585439115","0,7513886022","0,6088585374","-2,905512779",0
13286958,13286958,,"0,5377810551","0,1970128909",1,"0,7363114081","0,01257923135","0,006220026398","0,0005327132547","0,7250236268","0,9143125312","0,05453023808",0
,,,"0,5398045666","0,2124128307",,"0,004913454088","0,02553470465","0,0174714049",,"0,7673536156","1,037209266","3,083510085",0
,,,"0,4409772991","0,1630725468",,"-0,01424627345","0,01670049398","-0,01420924893",,"0,7589078273","0,9290751249","-0,7472873229",0
,,,"0,1688192408","0,5538785436",,"0,1715964672","0,06997241154","0,002187736164",,"4,650544309",,,1
,,,"0,259465109","0,5556120582",,"0,2105410848","0,03645506391","0,004316612079",,"4,215315705",,,0
,,,"0,7222633226","0,5498925656",,"-2,110045838","0,04981062767","0,006201171174",,"5,138426276",,,0
,,,"0,7437057311","0,5323800491",,"1,966510552","0,03361178043","0,003358818242",,"4,733915395",,,0
91246305230,11112650322,80133654908,"-0,05477741509","0,470038289","8,211030005","0,1454833747","0,1284990865","0,07853398172","0,09266171173","0,8564422479","0,8564422479","1,567852225",0
125459033935,6711628816,118747405119,"0,199789978","0,5642989173","18,69278492","-0,1616326039","0,0332766145","0,1089173808","0,09925527178","0,7062351862","1,283610872","1,467993821",0
95825514760,13047091205,82778423555,"-0,2012924985","0,5059987337","7,344588403","0,07143436701","0,1385607314","0,05630537741","0,08324775275","1,037834244","0,9106684402","0,6918176155",0
-19097812858,16497921530,-35595734388,"0,2316922283","0,3832387414","-1,157589023","0,8524981474","0,04776181372","-0,04733953664","-0,02389357787","0,9667279519","0,6943745652","-0,5438062726",0
306458015044,120834183855,185623831189,"0,4268704904","0,212091309","2,536186411","0,1063330658","0,05789176258","0,03428491895","0,08620587768","1,260269029","1,174256083","0,6675178837",0
405818826799,124968574366,280850252433,"-0,09644820658","0,6651876107","3,247367019","0,01473097206","0,05997336415","0,04267140273","0,09292053432","1,246425351","1,228531754","1,512248591",0
545329938935,159534027451,385795911484,"-0,05990417725","0,6880429336","3,418267235","0,130465142","0,06937545348","0,04326367193","0,1030510264","1,279770419","1,21167606","1,261359198",0
463483049929,192417313148,271065736781,"-0,05454387182","0,6453626023","2,40873881","0,1888786139","0,04977230309","0,03092825724","0,08861306387","1,356528201","0,9883916857","0,7489587777",0
1925188437,,1925188437,"-0,08521262772","0,4627870901",,"0,1613825785","0,03519897223","0,06002972619","0,04072898541","0,5775136885","1,122277952","1,040433442",0
2002396865,,2002396865,"-0,1498917532","0,4664761558",,"0,1881344886","0,03453309215","0,05298679375","0,04201874604","0,6257867442","1,008178464","0,9642791391",0
2115485793,,2115485793,"-0,1133065027","-0,1133065027",,"0,07069318712","0,03483911296","0,04488355928","0,04392159932","0,7399083907","1,010706127","1,012269472",0
2125485890,,2125485890,"-0,1360914485","0,4914780598",,"0,177500139","0,03319292058","0,03905928571","0,04257399889","0,8498086941","1,036529852","1,036005449",0
52165832884,41239005490,10926827394,"0,01009656395","0,7481809022","1,264963407","0,04557528962","0,02444782798","0,009320989641","0,05934098929","1,055136455","1,086646654","2,865212702",1
65499873593,54879427740,10620445853,"0,05008203901","0,7351706284","1,193523262","-0,151446621","0,02389681786","0,006012864537","0,0526469749","1,101364064","1,41525819","0,9529658659",0
79103866519,53873843691,25230022828,"-0,310998562","0,7448278032","1,46831674","-0,09511071848","0,02294932654","0,00697537332","0,04086235971","1,088313201","1,555991532","1,783677197",0
111576544572,84886189757,26690354815,"-0,4362522561","0,7389715816","1,314425172","-0,07939182864","0,03271244414","0,007971328835","0,05666696433","1,273214935","1,017111794","1,359814873",0
6191569161,936427013,5255142148,"0,45724725","0,1961041386","6,611907896","0,2730175724","0,09020952884","0,02738470888","0,06327173681","1,682362981","0,7957938555","9,880973399",0
5930380673,569828478,5360552195,"0,466872415","0,226635402","10,40730834","0,3881880139","0,08604519582","0,0255394255","0,05780398264","1,755582932","1,048416476","1,020324885",0
5265354982,873648591,4391706391,"0,503666797","0,2307376304","6,026856835","0,01942652251","0,0724249268","0,01888773627","0,05136250743","1,781535867","0,9992096716","0,7498918537",0
5609761932,290296983,5319464949,"0,5165135071","0,2728923373","19,32421713","0,6182647899","0,07123673495","0,02685872484","0,05150394754","1,446459478","1,062484187","1,226703646",0
1475490662695,691890712661,783599950034,"-0,0331199241","0,59756018","2,132548733","0,01103932498","0,05727811972","0,004357724081","0,07207747177","0,729077284","1,140076847","0,1792088833",0
1859476584312,813904183931,1045572400381,"-0,2016282929","0,6513252534","2,284638193","0,07680263787","0,05431879112","0,04768063381","0,06705560424","0,660609399","1,354623834","13,42988164",0
2217509150143,1498900145403,718609004740,"0,09521600836","0,6491099457","1,479424201","0,03996540446","0,02448388157","0,02443689781","0,07407923874","0,8265810343","1,079476709","0,6922421141",0
2632558011247,1724693760133,907864251114,"0,02398937823","0,7767053237","1,526391567","0,002743807863","0,0355310012","0,02776614576","0,07725028718","0,8516057945","1,138436831","1,332697662",0
2778233195,2778233195,,"0,1980180476","0,6259327725",1,"0,0841165937","0,02748459495","0,01883841797","0,001996153377","0,4584888229","1,189066951",12021204063,0
46879834742,31661209442,15218625300,"0,01746923568","0,830408304","1,480671003","-0,168713381","0,02556477922","0,009997451997","0,02132809902","0,5743768989","1,57928","1,049958772",0
55383681471,44331683222,11051998249,"0,09833106783","0,7338927641","1,249302473","-0,1008299656","0,01358821226","0,005818802414","0,02432734256","0,657264159","1,035745909","0,6898274869",0
104756469048,70237845712,34518623336,"0,1119745352","0,7746392232","1,491453332","0,0170962702","0,0193408152","0,01998696381","0,03717325861","0,5178959734","1,237835884","3,350262745",0
794017047,103932878,690084169,"-0,06067716839","0,1150473317","7,639709996","1,365082921","0,030234038","0,1584914882","0,004405800946","0,02077222193","1,069109268","126,944714",0
21356396,,21356396,"-0,3635468405","0,3762758656",,"0,008124247232","0,02085572006","0,02117498954","0,00008161353403","0,003164271662","1,451980642","0,02955077637",0
340296540,,340296540,"0,76266383","0,6554258822",,"-3,750613585","0,01203663497","0,8500408533","0,0007173551972","0,0006040132685","1,812831768","13,89142552",0
868190372,,868190372,"0,7757293388","0,6697460566",,"-0,2040828291","0,01282907714","0,3892760404","0,001746996445","0,003440908834","1,047610059","2,73302889",0
20795125623,8826145490,11968980133,"0,06027241011","0,8698423702","2,356082352","-0,1492299999","0,02142243454","0,01344792912","0,0303203468","1,063141334","0,524982989",9805591549,0
11563344066,4046617934,7516726132,"0,1162624183","0,842828668","2,857532946","0,03442525844","0,02448584783","0,01311708469","0,02056097473","0,8325802522","0,8199971917","0,6263677348",0
8502242773,868700275,7633542498,"-0,6064344926","0,7953796629","9,787314472","0,02404930868","0,01649306572","0,01832798837","0,01960104311","0,7777382131","0,771284438","1,006698401",0
12191755143,445229033,11746526110,"-0,5935464572","0,7313825181","27,38310901","0,1294587321","0,03745999044","0,2960198023","0,0007444690118","0,05291541584","1,378740502","1,515085958",0
5756912656,4166372867,1590539789,"0,2438426992","0,7321917781","1,381756468","0,001976292279","-0,007894383345","0,0007068088441","0,01315443159","3,718867592","1,055047421","1,739623833",0
7197012567,3483088245,3713924322,"0,1609038071","0,6396754806","2,066273393","0,2914141685","0,0007718640963","0,02959302816","0,02144649561","0,3739794335","0,7667934061","3,228514977",0
3796021699,2867136911,928884788,"0,1595547421","0,6157644257","1,323976433","-0,1751320937","0,003745991056","0,01517283922","0,01197052049","0,1930542394","0,9449737159","0,2501087011",0
3572126407,3170089881,402036526,"0,1584931443","0,6231023873","1,126821807","-0,1396435887","0,003855109139","0,0005483518818","0,011044008","0,3326987287","1,019963086","0,06352559409",0
11619350150,11619350150,,"0,1031430328","0,6846510459",1,"0,362948726","0,09725984485","0,03023984769","0,02745036724","2,161615512","0,8420602854","0,9715765171",0
10907641077,10907641077,,"0,1478005892","0,6723441632",1,"0,1350987011","0,0958708286","0,02737643322","0,02513042793","2,365837967","1,025409353","1,016017267",0
11288076210,11288076210,,"-0,481122367","0,68194827",1,"-0,03466446061","0,08797451588","0,02741201379","0,02456694212","2,164428595","1,05861459","0,9697509595",0
10712391230,10712391230,,"0,2075248763",229315263109,1,"0,3626742164","0,1036784404","0,03209610434","0,02759750185","2,253018556","0,8447881709","1,02962887",0
72611440896,36143961447,36467479449,"0,05088503426","0,8137649628","2,008950817","0,02767364103","0,03438023328","0,01387288619","0,04484535849","0,6778555846","0,8480722209","0,7957067493",0
144459096891,39148285956,105310810935,"0,09355538232","0,6805703792","3,690049088","-0,03517396299","0,05748487959","0,09841747787","0,06721962928","0,4039192545","1,327275958","5,610789988",0
86869823647,52585735965,34284087682,"0,1015625316","0,7056983687","1,651965539","-0,1707816222","0,009041952478","0,03028562573","0,0378623194","0,4226118961","1,067610761","0,3437355292",0
85081229839,62967446005,22113783834,"0,1610946389","0,6785975648","1,351193914","-0,1364536616","0,01261087761","0,01409525078","0,02270155453","0,3923085477","1,208923322","0,5223012497",0
17577656753,3358530554,14219126199,"0,01712500856","0,4361728728","5,233734358","1,442952318","0,01906061591","0,07132471582","0,0379193099","0,2542922678",463554236556,"0,6940910755",0
20949480968,6026124288,14923356680,"0,06866898473","0,3285096169","3,476443559","-0,7712827606","0,0249563414","0,08422328495","0,02742780041","0,1630829958","1,647713623","1,247812651",0
23809769296,10841827009,12967942287,"0,009869734714","0,2690870746","2,196103044","-0,3922134191","0,03215570374","0,03994865085","0,0283221634","0,3867594239","1,100643001","1,238079809",0
58561970402,10199010474,48362959928,"0,02812687031","0,2989008663","5,741926685","-1,101470033","0,042072801","0,1137230974","0,03932868097","0,2507819643","1,77124051","3,269486094",0
4396352994,25268831403,-20872478409,"-0,8265393254","0,8779250604","0,1739832335","0,1252519713","-0,01574852657","-0,02794838995","0,00349266627","0,5951719375","0,8550849266","-22,99898258",0
36055570015,33470983082,2584586933,"0,0421913243","0,9919468393","1,077218734","0,09470947552","-0,09028105339","0,008057793377","0,0303516812","0,1766788723","0,94374388","-0,08077103602",0
31487546603,29634906235,1852640368,"0,05418905262","0,9903712878","1,062515479","0,09515495858","-0,0888691098","0,004701835168","0,02655040717","0,3322431879","0,9983389692","1,095470694",0
31974488043,30578323927,1396164116,"-0,5662009164","0,9371259335","1,045658621","0,05179056018","-0,1043864585","0,005200540922","0,03209377818","0,2694667601","0,8400693027","0,7536077374",0
27305311544,17395367561,9909943983,"0,07622835856","0,8285682378","1,56968868","-0,08797496022","0,008516364722","0,007605302552","0,03116075791","0,9434325223","1,081476274","0,4476178148",0
27592430984,17360580294,10231850690,"0,1125499165","0,8487307066","1,58937262","0,06157795971","0,02592699144","0,008293291694","0,02770417922","0,8663378218","1,136594508","1,138131464",0
32211409305,19072757531,13138651774,"0,11850277","0,8724805113","1,688870068","0,1127305398","0,01369377371","0,0083057852","0,02701759605","0,8452771215","1,197066688","1,169725451",0
34140888685,22005810594,12135078091,"0,1723830392","0,7923977326","1,551448811","-0,1126747876","0,01382827428","0,006933097705","0,02656846714","0,9321347022","1,077817674","0,9921366385",1
1744940376836,76985258575,1667955118261,"0,4793445763","0,3629053572","22,66590266","0,6308825241","0,5071005028","0,2523890641","0,2881658184","0,9346460818","1,084455258","1,012981321",0
2154277385401,56876350423,2097401034978,"0,5527972784","0,3140927023","37,87650525","0,542230317","0,5525111792","0,2506403871","0,3125350933","1,025709797","1,138320888","1,240573611",0
1427636184154,50419208909,1377216975245,"-0,1770975669","0,2753098139","28,31532297","0,6924408742","0,6251949046","0,2029414196","0,2166398785","0,8589297692","0,9560405445","0,6482299655",0
1056077426337,56637446942,999439979395,"0,6300189139","0,2291857388","18,64627527","0,9227634875","0,6058220726","0,1943976626","0,1632709968","0,6731128144","0,9815390268","0,7368144264",0
13743770660,553275507,13190495153,"0,6054640549","0,07313701522","24,84073574","5,313074504","0,2154208396","0,03902718558","0,06248414808","1,333951652","0,832018188","0,6830769215",0
5161943615,427236089,4734707526,"0,6052946118","0,1196580582","12,08218067","-0,8861291662","0,2146238377","0,01343383326","0,02195705334","1,03060883","1,068816508","0,2842429114",0
-13285897258,661793483,-13947690741,"0,645617249","0,09336589594","-20,07559397","0,5714243497","0,1624706516","-0,08696334139","-0,06317273209","0,890530788","0,8945858627","-5,003954762",0
-21320342295,206654699,-21526996994,"0,6855187095","0,02885758606","-103,1689209","15,2683282","0,0844717645","-0,09562062199","-0,1207888756","1,141092704","0,8392783194","1,182478737",0
567473643,567473643,,"0,2103839865","0,660539901",1,"-0,1437930932","0,03755611092","0,01664461703","0,0108772989","0,7772137709","8,762309411","0,6869947421",0
1099096150,1099096150,,"0,08080778495","0,8332592962",1,"-0,03423283602","0,03317614925","0,01008118888","0,01126347803","1,299167155","1,870417418","1,893655739",0
1896562425,1896562425,,"0,08641417178","0,8177380525",1,"0,06152621057","0,03131290882","0,0002480516187","0,01951055589","1,204623163","0,9961719944","0,02272745566",1
2886198383,2886198383,,"0,08345805646","0,847352038",1,"-0,07052845313","0,02625699623","0,002556016301","0,02316054257","0,7165432583","1,281976166","7,857650529",0
30968768,30968768,,"0,09418603463","0,7533924261",1,"-0,02510069198","0,01136840584","0,00658696877","0,0005181032169","0,6815102242","0,6694031871","0,5111812703",0
595279717,595279717,,"0,1432894369","0,7039697539",1,"-0,35831542","0,02055628667","0,01188683275","0,01132044819","1,437421231","0,8797308543","3,348436378",0
1712030569,1712030569,,"0,08385668066","0,7891476466",1,"0,0220423642","-0,01868913536","-0,0231385913","0,02702821242","1,29867987","1,204582994","-2,118485735",0
2436753636,2436753636,,"0,009290315433","0,8825799806",1,"-0,2124952281","-0,06350027247","-0,042656856","0,03032099977","1,143306175","1,268743745","2,05914193",0
2089452654,2089452654,,"0,1037849159","0,7403662607",1,"-0,08726375014","0,002574459456","0,06107830603","0,02901752932","1,252406793","1,206669458","-2,187468618",0
4344387611,4344387611,,"0,9593516859","0,00780109253",1,"-189,2316354","0,00478661149","0,002986081586","0,01742859786","1,353921921","3,461736557","0,1829603176",0
5682097936,5682097936,,"0,03107355555","0,935722885",1,"-0,001567430438","-0,02781760987","-0,02833661366","0,02827079884","1,191180329","0,8063145882","-6,731854022",0
7077877136,7077877136,,"-0,04423087741","0,9942542306",1,"0,0001005330816","-0,1646802606","-0,3490482169","0,06686029312","0,320487106","0,5267009587","1,7455594",0
154954205807,30325102468,124629103339,"0,2199982514","0,5559418515","5,109766932","0,3270285612","0,1430806615","0,01543667541","0,0908769496","3,911631699","0,9694135868","0,01506009676",0
182457380560,26037600012,156419780548,"0,1149106752","0,6600608434","7,007457695","0,1650280195","0,1574772318","0,01929723689","0,08770709303","3,212794091","1,220048488","1,252689343",0
152697119868,35855827047,116841292821,"0,121602294","0,5719913605","4,258641689","0,04563269583","0,1437461744","0,01180267823","0,07053295894","3,918527338","1,040667576","0,7763140589",0
108456313161,36166020021,72290293140,"0,0905797327","1,361155415","2,998845687","0,04398480131","0,1093452025","0,007686600508","0,04431684952","3,087367647","1,130439218","0,5800513299",0
123992468374,19254130922,104738337452,"0,1228884441","0,4596906323","6,439785253","0,3097985829","0,1486957974","0,004422040523","0,09943292553","1,522305144","0,9752145241","0,06615340053",0
72944971022,16621679595,56323291427,"0,1205297158","0,4067810564","4,388543926","0,1744675506","0,1240797373","0,0269044906","0,06619874504","1,484657331","0,8836504672","5,243328641",0
20257173659,11548308518,8708865141,"0,1278982713","0,4584653433","1,754124738","0,02961550613","0,07670661631","0,0001046295785","0,01973509935","1,581299763","0,9315237551","0,003858438794",0
-53823848401,10668064338,-64491912739,"0,2336829825","0,3568402367","-5,04532469","0,2078743113","-0,04031482698","-0,05651889463","-0,06425763657","1,467576444","0,8160381536","-409,1063066",0
39373184979,5418378534,33954806445,"0,303370288","0,02224318587","7,266599174","-3,253736417","0,2377868835","0,1454367279","0,007233309807","0,3639554984","0,9385115179","0,5208387516",0
318105685155,4032500494,314073184661,"0,5834365346","0,1148338194","78,88546713","-0,3257556901","0,2377868835","0,1454367279","0,05843969628","0,3639554984","0,9905817158","0,9580549049",0
516598671096,5327736290,511270934806,"0,2327892157","0,1127491774","96,96400929","0,1050008301","0,2556334096","0,2487437501","0,09197196774","0,346687861","1,031892191","1,681135654",0
321569489247,9144668719,312424820528,"0,4073498755","0,09036700028","1,018950857","0,282081072","0,2650170853","0,163674857","0,05873251227","0,3077897058","0,9747616882","0,5694343994",0
3497346858,3432301798,65045060,"0,209800495","0,763243043","1,018950857","-0,1460918205","0,013763107","3,72","0,0055459","0,291389497","0,8977957990","1,734226639",0
6056768430,4303556005,1753212425,"0,883281284","0,042555367","1,40738692","0,0351554364","0,090542317","0,012050523","0,0230828","0,453234579","0,6810612450","0,085914396",1
2437466194,1413486346,1023979848,"0,073531489","0,571695347","1,724435613","-0,03760779901","0,062077888","0,004256537","0,0070303","0,447849475","1,3213234520","0,461178089",0
9274016475,8634175379,639841096,"0,631239187","0,479248122","1,07410564","0,02897522098","0,066856598","0,002425634","0,0331521","0,706971949","0,8068529920","0,725827386",0
5001625812,4581098511,420527301,"0,042271517","0,465904551","1,091796171","0,009000296729","0,069587112","0,002926905","0,0182975","0,398804132","0,9771520640","0,665124718",0
80812001287,1632872470,79179128817,"0,272860117","0,397756645","49,49069984","0,04199681258","0,264354708","0,158448649","0,0106465","0,600763961","1,0372720870","1,008457142",0
74604998173,745248885,73859749288,"0,245809078","0,391061396","100,1074939","0,09626113927","0,265055356","0,141753505","0,094213314","0,562512658","1,0432433430","0,873895121",0
81841134473,1549368062,80291766411,"0,268854642","0,363874186","52,82226766","0,06186058492","0,257173889","0,157088482","0,0966665","0,502144042","1,0691530490","1,057660852",0
80905596697,2231211925,78674384772,"0,132955177","0,051500508","36,26083018","0,09468231644","0,250391227","0,189340002","0,0865989","0,380111622","1,1034962530","1,006819764",0
524381972255,72794957781,451587014474,"0,394330176","0,688299455","7,203547996","0,560381925","0,078608763","0,001727475","0,0789522","0,322398658","0,8768854220","1,21806048",0
887366254891,104548230009,782818024882,"0,407745208","0,508890251","8,487625805","-0,9637915912","0,099587751","0,238726468","0,1303292","0,382120063","1,0251275370","1,679087451",0
718868652563,78364171276,640504481287,"0,042877184","0,414993401","9,173435268","0,3087723414","0,146927559","0,259663692","0,1101983","0,301701378","0,9581059930","0,822813984",0
566081431959,71688784363,494392647596,"0,285462481","0,443886803","7,896373707","0,2914123361","0,072898505","0,264231589","0,0883984","0,233354359","0,9816571380","0,772630703",0
272802927542,28717943745,244084983797,"0,298995677","0,020186335","9,4993893","0,1670126299","0,076647927","0,276133141","0,0202120","0,048069523","1,0147758300","0,86834322",0
342454821608,13641838239,328812983369,"0,319862671","0,001691176","25,10327535","0,4919510397","0,097659351","0,287001436","0,0258012","0,069565776","0,9833823980","1,479155347",0
-213791080024,1118605685,-214909685709,"0,308733456","0,186766851","-191,1228263","-0,8235305648","0,029961236","0,166894867","-0,0017493","-0,126433885","0,9207859300","-0,973162662",0
261875098789,3564478415,258310620374,"0,490314591","0,147545762","73,46799961","-0,03700571317","0,047011815","0,362841143","0,0216701","0,046897735","0,9888096760","-0,797397071",1
30347078095,8133783416,22213294679,"0,383384106","0,760476423","3,730991661","-0,07212657945","0,031182224","0,015055721","0,0291312","1,152693248","0,8754912610","1,032908901",1
28423240050,8601438244,19821801806,"0,007331642","0,801063488","3,30447528","0,2300778292","0,025010548","0,810702357","0,0225202","0,014324259","1,2115550850","0,810702374",0
26467169560,6831278866,19635890694,"0,004976132","0,554386608","3,874409182","-0,1137898953","0,032064306","0,016260838","0,0253395","0,991758815","0,8275769230","1,149274544",0
38324903303,8301146707,30023756596,"0,223394351","0,788093664","4,616820381","0,2683211725","0,035305066","0,024719602","0,0302422","0,827064434","1,2132729040","1,53812036",0
477966543589,105055315050,372911228539,"-0,031801677","0,698917992","4,549665511","0,4848383819","0,067886088","0,088149432","0,0779400","0,576642319","1,2996078300","1,60876039",0
333506396459,106192359166,227314037293,"0,243962079","0,588491154","3,140587506","0,3192914375","0,067304089","0,100302305","0,0574562","0,310559665","0,9465210630","0,580043032",0
315511553716,69387291199,246124262517,"0,274798104","0,488294831","4,547108675","-0,9240706974","0,084552892","0,193158932","0,0625042","0,199261361","0,8696381610","1,074534877",0
185966785857,50643242852,135323543005,"0,097325861","0,575489762","3,672094743","0,7267506682","0,064864265","0,050583851","0,0311026","0,335825971","1,1844929350","0,52278216",0
61371523200,42366057346,19005465854,"0,125198967","0,583359358","1,44860124","0,1569702878","0,030008713","0,023598382","0,0033945","0,094515301","1,0197657380","0,058655748",0
63977945350,51097760462,12880184888,"0,087298931","0,593353525","1,25206946","0,02029317285","0,030784501","0,036846558","0,0377143","0,073579506","0,9382891940","1,140528579",0
59494344696,40352905685,19141439011,"0,007847597","0,597330768","1,474350947","-0,2305953156","0,040939198","0,033857653","0,0363984","0,127017618","0,9635387040","1,528397004",0
47888954309,20656365376,27232588933,"0,356323205","0,499678506","2,318363054","-0,06922993858","0,061007208","0,018207444","0,0355524","0,067796445","0,8240875390","2,365420957",0
70008392164,56728063511,13280328653,"0,262077901","0,081551702","1,234105094","0,1835058476","0,013967816","0,004365706","0,0444010","0,860996951","0,8234653910","0,411418407",0
65320129922,44382902356,20937227566,"0,233664623","0,077997836","1,471740838","0,08066646858","0,017348026","0,009957796","0,0486640","1,062848331","0,8512984220","2,396957123",0
64932829242,43664289920,21268539322,"0,065782158","0,078023453","1,487092298","0,06331361963","0,017014876","0,010667672","0,0047844","1,002005285","1,0111043740","1,021177286",0
67532851412,48482939388,19049912024,"-6,524,401,536","0,750556567","1,392919907","0,1988962375","0,016178479","0,008902254","0,0553714","1,089674817","0,8986577400","0,815551764",0
4034750384,5258366191,-1223615807,"0,016575425","0,751422973","0,767301142","0,003505744119","-0,331634994","-0,009772272","0,0041019","0,127296850","0,5665922170","-0,276707667",0
-36313878952,547162831,-36861041783,"0,564067253","0,707329871","-66,36759095","0,01360945333","-0,581579842","-0,210909145","-0,0056348","0,270594331","0,6551775970","30,05798946",0
-84485474798,,-84485474798,"-0,564210516","1,314,615,402",,"-0,01669656365","-0,355129171","-0,1831769367","-0,0633902","0,034606006","2,0680873650","2,297084876",0
13610575715,14260801826,-650226111,"-0,188431558","0,818998398","0,95440466","0,01827063691","-0,331574712","-0,026832896","0,0103135","0,029163289","0,9901679210","0,012223361",0
894179299811,242367390588,651811909223,"0,003815681","0,555150751","3,689354816","0,6326203992","0,103399643","0,081466417","0,0833993","0,622906858","1,2893938210","1,445259906",1
1211921858737,315449056943,896472801794,"-0,004467147","0,663893394","3,841894062","0,09324076794","0,069849498","0,077762917","0,0648536","0,525950905","1,7429223940","1,404733932",1
